,USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
4073,5082,1999.0,Female,,Single (no kids),Current K-12,Yes,No,No,No,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,Yes,Yes,No,Yes,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Democrat
816,1008,1949.0,Female,"$100,001 - $150,000",Married (no kids),Associate's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,,Yes,Yes,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,,,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,,,,,,,,,Republican
1572,1950,1995.0,Male,"under $25,000",Single (no kids),Current K-12,No,No,No,No,Yes,No,Public,No,No,Yes,No,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,Yes,TMI,Yes,No,Talk,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,Yes,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Rent,Pessimist,Mom,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Republican
5157,6440,,Male,,Single (no kids),,,,,,,,,,,,,,,,,Study first,Yes,,,No,,,Yes,,No,,Hot headed,Standard hours,No,Right,Yes,Yes,,Yes,P.M.,Yes,End,No,No,Circumstances,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1800,2232,1969.0,Male,"$25,001 - $50,000",Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,No,Start,Yes,Yes,Me,No,No,Yes,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,Yes,Yes,Demanding,No,,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Republican
2280,2837,1997.0,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Yes,Yes,No,No,Yes,No,Private,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,,No,Yes,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Democrat
4410,5503,1955.0,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,,,,,,,,,,,No,No,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,Yes,Democrat
5367,6708,1986.0,Male,,Single (no kids),Bachelor's Degree,Yes,No,No,Yes,Yes,No,Private,No,Yes,No,Yes,No,Yes,Yes,Art,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2857,3558,1977.0,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,,Yes,No,Yes,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,End,Yes,No,Me,,No,Yes,Yes,No,TMI,No,Yes,Talk,People,Yes,,,,Yes,Supportive,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,No,No,Yes,Yes,No,Yes,,No,No,Yes,Yes,Yes,Rent,Optimist,Dad,,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Democrat
4894,6117,1997.0,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,,No,Yes,,,No,,,,,Cautious,,Umm...,No,Space,,,,,Yes,,Grrr people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
4574,5709,1948.0,Male,"over $150,000",Married (w/kids),Bachelor's Degree,,,,,,,,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,,,,,,,,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,,Yes,No,,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,No,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,,,,,,,,,,,,,,No,Yes,No,Yes,No,Own,Pessimist,Dad,No,Yes,,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,Republican
4331,5408,1996.0,Male,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,No,No,Yes,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2882,3592,1933.0,Female,"under $25,000",Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Mysterious,No,No,Talk,Technology,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only-child,No,No,No,Republican
3739,4661,1966.0,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,Yes,No,Yay people!,Yes,Yes,No,,,,Yes,,,,,,,Optimist,Mom,,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Republican
3915,4878,1989.0,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,Yes,PC,No,Risk-friendly,No,Yes!,Yes,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Rent,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Democrat
554,689,1974.0,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,Talk,Technology,No,Yes,Yes,Yes,No,Demanding,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Own,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,Republican
1159,1434,1984.0,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,No,Yes,No,Yes,No,Yes,Public,,Yes,No,,No,No,Yes,,Try first,Yes,No,No,Yes,,No,Yes,,No,Yes,Cool headed,Standard hours,No,,,Yes,No,Yes,P.M.,No,,Yes,No,Me,Yes,,Yes,,No,,No,No,Tunes,Technology,,Yes,,No,No,Supportive,No,PC,No,,No,,No,Space,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,,Yes,No,No,No,No,Own,,,No,Yes,No,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,,No,No,Democrat
1213,1501,1976.0,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,No,Yes,No,Yes,No,No,Public,No,No,No,No,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,No,Me,Yes,No,No,No,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Democrat
2722,3388,1988.0,Male,"under $25,000",Single (no kids),Master's Degree,,No,No,Yes,No,No,Public,Yes,Yes,No,No,,Yes,Yes,Science,Study first,No,Yes,,No,Giving,,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,Yes,Mysterious,Yes,,,,,No,No,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Republican
1325,1646,1993.0,,,Single (no kids),Current Undergraduate,No,Yes,No,No,Yes,Yes,Private,No,No,No,No,Yes,Yes,Yes,Art,Study first,Yes,No,Yes,No,Receiving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,,Yes,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,No,Yay people!,No,No,No,,,No,No,No,Yes,No,No,No,Rent,Pessimist,Mom,No,No,No,Yes,Check!,No,No,Yes,No,Yes,No,Only-child,No,Yes,No,Democrat
2858,3559,1985.0,Male,"$75,000 - $100,000",Married (w/kids),,,No,No,Yes,No,No,Public,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Right,No,Yes,Yes,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,Online,No,,No,,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,,,No,,Yes,Yes,No,No,Yes,Republican
4446,5546,2000.0,Female,"$75,000 - $100,000",,Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Risk-friendly,Yes,Yes!,No,Space,Yes,Online,No,,Yes,,,,,,,,,,,Yes,,Yes,Yes,Rent,,,,No,Yes,Yes,Check!,Yes,No,,,,,,,,,Democrat
700,867,1968.0,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,No,Yes,,No,Yes,No,Public,No,Yes,No,Yes,No,No,Yes,Art,Try first,No,No,,No,Giving,Yes,No,Pragmatist,No,No,Hot headed,,No,Happy,No,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,No,No,No,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,No,Demanding,No,Mac,Yes,Cautious,,Umm...,No,Space,No,In-person,No,Yes,Yes,No,Grrr people,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Own,Pessimist,Mom,Yes,No,No,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Republican
3905,4864,1975.0,Female,"$75,000 - $100,000",Married (w/kids),Current Undergraduate,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,No,Right,No,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Republican
3941,4913,1986.0,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,,,No,,,,,Yes,No,No,No,No,No,Yes,Art,Try first,Yes,Yes,No,No,,Yes,Yes,,,No,Cool headed,Standard hours,Yes,Happy,,No,Yes,No,P.M.,Yes,Start,No,No,Me,,,No,,No,Mysterious,,,Tunes,Technology,,Yes,Yes,,Yes,,Yes,PC,No,Cautious,No,Umm...,,Space,No,,,,,,Grrr people,,No,No,,,,,,Yes,,,,,,Dad,,Yes,,Yes,,Yes,,,,,,,,,,Republican
4093,5108,1997.0,Male,"under $25,000",Single (no kids),Current K-12,,No,,No,Yes,No,Public,Yes,Yes,Yes,,Yes,,,,Try first,No,No,,No,,,,,,,,,,,,,,,,Yes,,Yes,No,Me,No,No,,,No,Mysterious,,No,Tunes,People,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1455,1807,1970.0,Male,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,No,Science,Try first,No,No,Yes,No,Receiving,No,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,,,No,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,No,No,No,Mysterious,No,No,Talk,People,Yes,No,Yes,Yes,No,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,,No,Republican
4666,5826,1998.0,Male,"$100,001 - $150,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,Study first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,No,Yes,Yes,,,No,,,,,Yes,Yes,,Yes,Democrat
5256,6558,1990.0,Female,"under $25,000",Single (no kids),Current Undergraduate,,No,Yes,,No,Yes,Private,No,Yes,No,No,,No,Yes,Art,Study first,Yes,No,No,No,Giving,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
4047,5045,,,,,,,,,,,,,Yes,,,,No,Yes,,,,,,,,Giving,Yes,,,No,No,,,,,No,,,Yes,,,,Yes,No,,,,,Yes,,,,,Tunes,People,,Yes,Yes,,,,No,,,,No,Umm...,,Space,,,,,Yes,,,,No,No,Yes,No,Yes,,Yes,,,,,,,,,,No,,,Yes,,No,No,No,Yes,,Yes,No,No,Republican
866,1074,1961.0,Male,"over $150,000",Married (w/kids),Doctoral Degree,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,,No,No,,No,No,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,No,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,,Yes,Supportive,,Mac,No,Cautious,No,Umm...,No,Space,No,,,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Own,,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Only-child,Yes,No,Yes,Democrat
1644,2038,1958.0,Female,"over $150,000",Domestic Partners (no kids),Bachelor's Degree,,,,Yes,,Yes,Public,No,Yes,No,,Yes,,,,Study first,Yes,,Yes,No,Giving,,,,,,,Standard hours,,,Yes,,No,No,,,,,No,,,Yes,No,,,,,,,,No,,,,Yes,,,,No,,Yes,,,,,,No,,Yes,,,,,,No,,Yes,,Yes,,,,,Own,Pessimist,,Yes,Yes,,Yes,,,,,,,,,,,Yes,Democrat
3928,4896,1982.0,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,,No,No,No,P.M.,No,,,No,,Yes,No,Yes,Yes,Yes,Mysterious,Yes,,Talk,Technology,No,,Yes,,Yes,,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,,Yes,Yes,Grrr people,Yes,No,No,,,Yes,No,No,No,Yes,No,No,Own,Pessimist,,No,No,,No,Nope,No,No,No,Yes,No,No,Yes,No,No,Yes,Democrat
3488,4345,,Male,"$100,001 - $150,000",Single (no kids),,,,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3001,3737,1973.0,Female,,Married (no kids),,No,No,No,No,Yes,No,Public,No,Yes,No,,Yes,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,No,,No,No,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,No,,No,No,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,No,Check!,No,No,No,Yes,Yes,No,Yes,Yes,,No,Democrat
1490,1848,1990.0,Male,"under $25,000",Single (no kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Democrat
2683,3339,1949.0,Male,"$100,001 - $150,000",Married (no kids),,,Yes,No,Yes,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,,No,Happy,No,Yes,No,No,A.M.,No,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,,No,,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Democrat
729,904,1990.0,Male,"under $25,000",Single (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
3355,4177,2001.0,Male,,,Current K-12,,No,No,No,No,No,Private,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,,Giving,No,No,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3049,3797,1995.0,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,,,No,,No,No,Public,Yes,Yes,Yes,Yes,No,No,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,,,No,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,No,No,No,No,,Yes,Yes,No,No,,Democrat
1936,2396,1952.0,Male,,Married (w/kids),Bachelor's Degree,,No,No,Yes,Yes,Yes,Private,,,,No,Yes,No,Yes,Science,,No,Yes,,Yes,Giving,Yes,,,,,,,,,,Yes,Yes,No,A.M.,Yes,,Yes,No,Me,Yes,No,Yes,No,No,,No,,Talk,,Yes,No,Yes,,No,Supportive,No,Mac,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Own,,,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Republican
2732,3401,1985.0,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,No,Yes,No,No,No,Yes,Private,Yes,,,,,,,,,,,,,,,,,,,Cool headed,,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,No,No,Me,No,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,No,No,Yes,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,,Yes,Yay people!,Yes,No,Yes,No,Yes,No,No,Yes,No,,,,,Optimist,Dad,,No,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Democrat
1110,1376,1987.0,Female,"over $150,000",Single (no kids),Master's Degree,No,No,No,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Republican
4528,5654,1995.0,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Yes,No,No,No,Yes,No,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Rent,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
5039,6297,1969.0,Female,,Married (w/kids),Current Undergraduate,,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,No,No,Yes,Science,,,,,,,,No,Idealist,No,Yes,,Standard hours,,Happy,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2394,2988,1992.0,Female,,Single (no kids),,,,,,Yes,Yes,Public,Yes,Yes,Yes,No,Yes,No,Yes,Art,,No,Yes,,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Republican
1185,1466,1967.0,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Start,No,No,Circumstances,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,Technology,No,Yes,No,Yes,No,Demanding,Yes,,,,,Umm...,Yes,Space,No,In-person,No,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Own,,,,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,,Democrat
